"date","material_no","ch3_ship_to_code","volume_units","actual_sales_value"
"2022-08-09","76017566","5471817","1776","58785.6"
"2021-11-05","76017573","5470654","1272","31354.8"
"2021-12-10","76017573","5470654","24","845.04"
"2021-12-30","76017573","5470654","348","8578.2"
"2021-11-05","76017573","5470657","984","24255.6"
"2021-12-28","76017573","5470657","132","3253.8"
"2021-11-07","76017573","5470665","912","22480.8"
"2021-11-03","76017573","5471817","1464","36087.6"
"2022-01-04","76017573","5471817","444","10944.6"
"2021-11-11","76017573","5471831","2064","50877.6"
"2022-01-03","76017573","5471831","600","14790"
"2021-11-09","76017573","5523552","312","7690.8"
"2022-01-05","76017573","5523552","60","1479"
"2021-11-05","76017574","5470654","1272","31354.8"
"2021-12-30","76017574","5470654","420","10353"
"2022-07-14","76017574","5470654","432","12415.68"
"2022-04-28","76017574","5470656","1116","25913.52"
"2021-11-05","76017574","5470657","984","24255.6"
"2021-12-07","76017574","5470657","24","845.04"
"2021-12-28","76017574","5470657","204","5028.6"
"2022-03-26","76017574","5470657","1236","33384.36"
"2022-03-27","76017574","5470657","36","972.36"
"2022-04-10","76017574","5470657","120","4644"
"2022-04-16","76017574","5470657","660","15325.2"
"2022-04-22","76017574","5470657","120","2786.4"
"2022-04-24","76017574","5470657","984","22848.48"
"2022-04-29","76017574","5470657","744","19481.28"
"2022-05-01","76017574","5470657","1296","42003.36"
"2022-05-14","76017574","5470657","240","7778.4"
"2022-05-21","76017574","5470657","1008","46811.52"
"2022-05-28","76017574","5470657","408","18947.52"
"2022-06-05","76017574","5470657","348","16161.12"
"2022-06-11","76017574","5470657","192","8916.48"
"2022-06-12","76017574","5470657","312","14489.28"
"2022-06-26","76017574","5470657","636","29535.84"
"2022-07-11","76017574","5470657","912","42353.28"
"2022-07-15","76017574","5470657","2856","82081.44"
"2022-07-17","76017574","5470657","648","18623.52"
"2022-07-26","76017574","5470657","-120","-3448.8"
"2022-04-30","76017574","5470658","996","23127.12"
"2022-04-26","76017574","5470660","1080","25077.6"
"2022-07-17","76017574","5470660","1920","55180.8"
"2022-07-18","76017574","5470661","1404","40350.96"
"2022-04-26","76017574","5470662","840","19504.8"
"2022-07-19","76017574","5470662","1692","48628.08"
"2022-07-20","76017574","5470663","1692","48628.08"
"2021-11-07","76017574","5470665","912","22480.8"
"2022-07-17","76017574","5470665","2496","71735.04"
"2022-05-02","76017574","5470666","1320","30650.4"
"2022-07-18","76017574","5470666","1356","38971.44"
"2022-04-26","76017574","5470667","1296","30093.12"
"2022-05-01","76017574","5470667","528","12260.16"
"2022-05-02","76017574","5470667","768","17832.96"
"2022-07-18","76017574","5470667","1656","47593.44"
"2022-07-18","76017574","5470668","3084","88634.16"
"2022-04-27","76017574","5470669","1200","27864"
"2022-05-02","76017574","5470669","1200","27864"
"2022-07-20","76017574","5470669","2604","74838.96"
"2022-05-04","76017574","5470670","540","12538.8"
"2022-07-20","76017574","5470670","1380","39661.2"
"2022-04-24","76017574","5470671","1356","31486.32"
"2022-05-04","76017574","5470672","768","17832.96"
"2022-07-20","76017574","5470672","1140","32763.6"
"2022-04-25","76017574","5471702","1932","44861.04"
"2022-07-17","76017574","5471702","2964","85185.36"
"2022-04-25","76017574","5471761","1872","43467.84"
"2022-04-29","76017574","5471761","1872","43467.84"
"2022-07-17","76017574","5471761","5556","159679.44"
"2021-11-03","76017574","5471817","1464","36087.6"
"2022-01-04","76017574","5471817","432","10648.8"
"2022-04-27","76017574","5471817","1920","44582.4"
"2022-07-13","76017574","5471817","3216","92427.84"
"2021-11-11","76017574","5471831","2064","50877.6"
"2021-12-06","76017574","5471831","24","845.04"
"2022-01-03","76017574","5471831","600","14790"
"2022-04-25","76017574","5471831","912","21176.64"
"2022-05-01","76017574","5471831","372","8637.84"
"2022-07-15","76017574","5471831","1896","54491.04"
"2022-04-25","76017574","5471864","1908","44303.76"
"2022-07-17","76017574","5471864","4056","116569.44"
"2022-04-23","76017574","5513532","3408","79133.76"
"2022-04-30","76017574","5513532","360","8359.2"
"2022-04-23","76017574","5514223","2664","61858.08"
"2022-04-27","76017574","5515260","1464","33994.08"
"2022-05-03","76017574","5515260","1464","33994.08"
"2022-07-19","76017574","5515260","1692","48628.08"
"2022-04-27","76017574","5515296","1224","28421.28"
"2022-05-01","76017574","5517049","2352","54613.44"
"2022-07-17","76017574","5517049","1608","46213.92"
"2022-04-26","76017574","5517181","2208","51269.76"
"2022-07-19","76017574","5517181","2952","84840.48"
"2022-04-26","76017574","5517182","1848","42910.56"
"2022-07-20","76017574","5517182","1164","33453.36"
"2022-07-17","76017574","5517231","684","19658.16"
"2022-07-22","76017574","5517818","180","5173.2"
"2022-04-29","76017574","5519726","828","19226.16"
"2022-05-05","76017574","5519726","828","19226.16"
"2022-07-20","76017574","5519726","2664","76563.36"
"2022-04-28","76017574","5519727","624","14489.28"
"2022-05-01","76017574","5519727","492","11424.24"
"2022-05-03","76017574","5519727","132","3065.04"
"2022-07-18","76017574","5519727","888","25521.12"
"2022-04-24","76017574","5520741","1200","27864"
"2022-05-02","76017574","5520741","1200","27864"
"2022-07-17","76017574","5520741","1716","49317.84"
"2022-04-26","76017574","5521202","648","15046.56"
"2022-05-04","76017574","5521202","648","15046.56"
"2022-07-20","76017574","5521202","516","14829.84"
"2021-11-09","76017574","5523552","312","7690.8"
"2022-01-05","76017574","5523552","12","295.8"
"2022-04-29","76017574","5523552","1272","29535.84"
"2022-05-05","76017574","5523552","1272","29535.84"
"2022-07-19","76017574","5523552","2124","61043.76"
"2022-04-28","76017574","5527641","876","20340.72"
"2022-05-05","76017574","5527641","108","2507.76"
"2022-07-19","76017574","5527641","1872","53801.28"
"2022-04-23","76017574","5528464","1224","28421.28"
"2021-10-21","76017614","5470654","12","567.96"
"2021-10-22","76017614","5470654","8400","397572"
"2021-10-29","76017614","5470654","1476","69859.08"
"2021-11-05","76017614","5470654","12768","569325.12"
"2021-11-12","76017614","5470654","16800","749112"
"2021-11-19","76017614","5470654","23328","1040195.52"
"2021-11-26","76017614","5470654","30960","1380506.4"
"2021-12-02","76017614","5470654","15300","682227"
"2021-12-10","76017614","5470654","240","10701.6"
"2021-12-30","76017614","5470654","29076","1296498.84"
"2022-01-14","76017614","5470654","1680","79514.4"
"2022-01-21","76017614","5470654","1680","79514.4"
"2022-01-29","76017614","5470654","4752","224912.16"
"2022-02-04","76017614","5470654","1680","79514.4"
"2022-02-17","76017614","5470654","3360","159028.8"
"2022-02-24","76017614","5470654","1680","79514.4"
"2022-03-02","76017614","5470654","1680","78372"
"2022-03-09","76017614","5470654","13440","626976"
"2022-03-16","76017614","5470654","23520","1048756.8"
"2022-03-23","76017614","5470654","23520","1048756.8"
"2022-03-30","76017614","5470654","6720","299644.8"
"2022-04-13","76017614","5470654","11760","524378.4"
"2022-04-20","76017614","5470654","13440","599289.6"
"2021-10-24","76017614","5470656","1332","63043.56"
"2021-10-31","76017614","5470656","876","41461.08"
"2021-12-12","76017614","5470656","3360","149822.4"
"2021-12-19","76017614","5470656","2508","111831.72"
"2022-04-01","76017614","5470656","3576","159453.84"
"2021-10-12","76017614","5470657","4140","195946.2"
"2021-10-13","76017614","5470657","5328","252174.24"
"2021-10-19","76017614","5470657","3816","180611.28"
"2021-10-26","76017614","5470657","1356","64179.48"
"2021-11-01","76017614","5470657","6588","293758.92"
"2021-11-02","76017614","5470657","432","20446.56"
"2021-11-03","76017614","5470657","13848","617482.32"
"2021-11-06","76017614","5470657","1788","79726.92"
"2021-11-16","76017614","5470657","11760","524378.4"
"2021-11-23","76017614","5470657","33840","1508925.6"
"2021-11-24","76017614","5470657","6720","299644.8"
"2021-12-01","76017614","5470657","1944","86682.96"
"2021-12-08","76017614","5470657","11196","499229.64"
"2021-12-27","76017614","5470657","25992","1158983.28"
"2022-01-04","76017614","5470657","3360","159028.8"
"2022-03-18","76017614","5470657","13440","599289.6"
"2022-03-19","76017614","5470657","3360","149822.4"
"2022-03-20","76017614","5470657","3360","149822.4"
"2022-03-25","76017614","5470657","16800","749112"
"2022-03-26","76017614","5470657","5040","224733.6"
"2022-04-02","76017614","5470657","10080","449467.2"
"2022-04-15","76017614","5470657","11760","524378.4"
"2022-04-22","76017614","5470657","10080","449467.2"
"2021-10-27","76017614","5470658","1044","49412.52"
"2021-12-09","76017614","5470658","1680","74911.2"
"2021-12-23","76017614","5470658","468","20868.12"
"2021-12-30","76017614","5470658","924","41201.16"
"2022-03-29","76017614","5470658","2616","116647.44"
"2021-10-26","76017614","5470660","1320","62475.6"
"2021-11-01","76017614","5470660","864","40893.12"
"2021-12-07","76017614","5470660","3360","149822.4"
"2021-12-20","76017614","5470660","1680","74911.2"
"2021-12-27","76017614","5470660","1392","62069.28"
"2022-03-28","76017614","5470660","4836","215637.24"
"2021-10-26","76017614","5470661","1224","57931.92"
"2021-11-03","76017614","5470661","804","38053.32"
"2021-12-07","76017614","5470661","3360","149822.4"
"2021-12-20","76017614","5470661","2508","111831.72"
"2022-03-27","76017614","5470661","2088","93103.92"
"2021-10-26","76017614","5470662","1152","54524.16"
"2021-11-02","76017614","5470662","756","35781.48"
"2021-12-07","76017614","5470662","3360","149822.4"
"2021-12-20","76017614","5470662","2508","111831.72"
"2022-03-29","76017614","5470662","2988","133234.92"
"2021-10-26","76017614","5470663","1404","66451.32"
"2021-11-02","76017614","5470663","936","44300.88"
"2021-12-07","76017614","5470663","3360","149822.4"
"2021-12-21","76017614","5470663","4512","201190.08"
"2022-03-29","76017614","5470663","3360","149822.4"
"2022-03-30","76017614","5470663","528","23543.52"
"2022-04-04","76017614","5470663","-936","-44300.88"
"2021-10-24","76017614","5470664","960","45436.8"
"2021-10-31","76017614","5470664","636","30101.88"
"2021-12-11","76017614","5470664","3360","149822.4"
"2021-12-20","76017614","5470664","2112","94174.08"
"2022-04-01","76017614","5470664","2316","103270.44"
"2021-10-11","76017614","5470665","4716","223208.28"
"2021-10-24","76017614","5470665","6096","288523.68"
"2021-10-25","76017614","5470665","3360","159028.8"
"2021-10-31","76017614","5470665","1680","79514.4"
"2021-11-01","76017614","5470665","1200","56796"
"2021-11-02","76017614","5470665","7896","352082.64"
"2021-11-09","76017614","5470665","2088","93860.16"
"2021-11-13","76017614","5470665","6720","299644.8"
"2021-11-16","76017614","5470665","1212","54043.08"
"2021-11-21","76017614","5470665","11760","524378.4"
"2021-11-27","76017614","5470665","10080","449467.2"
"2021-11-28","76017614","5470665","5040","224733.6"
"2021-12-05","76017614","5470665","6156","274496.04"
"2021-12-25","76017614","5470665","5724","255233.16"
"2022-01-08","76017614","5470665","8400","397572"
"2022-01-17","76017614","5470665","1680","79514.4"
"2022-03-06","76017614","5470665","3360","156744"
"2022-03-19","76017614","5470665","3360","149822.4"
"2022-03-27","76017614","5470665","20160","898934.4"
"2022-04-10","76017614","5470665","5040","224733.6"
"2022-04-15","76017614","5470665","6720","299644.8"
"2021-10-25","76017614","5470666","1716","81218.28"
"2021-11-01","76017614","5470666","1128","53388.24"
"2021-12-06","76017614","5470666","3360","149822.4"
"2021-12-20","76017614","5470666","276","12306.84"
"2021-12-27","76017614","5470666","1392","62069.28"
"2022-01-18","76017614","5470666","-1392","-62069.28"
"2022-03-28","76017614","5470666","2028","90428.52"
"2021-10-26","76017614","5470667","1392","65883.36"
"2021-11-02","76017614","5470667","396","18742.68"
"2021-12-07","76017614","5470667","3360","149822.4"
"2021-12-26","76017614","5470667","1092","48692.28"
"2022-03-28","76017614","5470667","4452","198514.68"
"2021-10-24","76017614","5470668","3936","186290.88"
"2021-12-06","76017614","5470668","5040","224733.6"
"2021-12-20","76017614","5470668","4812","214567.08"
"2022-03-27","76017614","5470668","6540","291618.6"
"2021-10-26","76017614","5470669","828","39189.24"
"2021-11-02","76017614","5470669","348","16470.84"
"2021-12-07","76017614","5470669","3696","164804.64"
"2022-03-29","76017614","5470669","4872","217242.48"
"2021-10-26","76017614","5470670","1068","50548.44"
"2021-10-28","76017614","5470670","696","32941.68"
"2021-12-06","76017614","5470670","3360","149822.4"
"2021-12-23","76017614","5470670","1692","75446.28"
"2022-03-20","76017614","5470670","-1692","-75446.28"
"2022-03-28","76017614","5470670","2856","127349.04"
"2021-10-24","76017614","5470671","2088","98825.04"
"2021-10-31","76017614","5470671","1392","65883.36"
"2021-12-05","76017614","5470671","5040","224733.6"
"2021-12-18","76017614","5470671","5424","241856.16"
"2022-03-27","76017614","5470671","4572","203865.48"
"2021-10-27","76017614","5470672","540","25558.2"
"2021-10-29","76017614","5470672","336","15902.88"
"2021-12-03","76017614","5470672","588","26218.92"
"2021-12-09","76017614","5470672","1680","74911.2"
"2022-03-30","76017614","5470672","1836","81867.24"
"2021-10-25","76017614","5471702","1680","79514.4"
"2021-11-03","76017614","5471702","1092","51684.36"
"2021-12-07","76017614","5471702","5040","224733.6"
"2021-12-19","76017614","5471702","1680","74911.2"
"2021-12-26","76017614","5471702","1740","77586.6"
"2022-03-28","76017614","5471702","5256","234365.04"
"2021-10-25","76017614","5471761","3132","148237.56"
"2021-11-02","76017614","5471761","2076","98257.08"
"2021-12-05","76017614","5471761","6720","299644.8"
"2021-12-19","76017614","5471761","3360","149822.4"
"2021-12-25","76017614","5471761","3288","146611.92"
"2022-03-26","76017614","5471761","9828","438230.52"
"2021-10-12","76017614","5471817","7704","364630.32"
"2021-10-18","76017614","5471817","9288","439601.04"
"2021-10-19","76017614","5471817","1680","79514.4"
"2021-10-26","76017614","5471817","1680","79514.4"
"2021-10-27","76017614","5471817","6660","315217.8"
"2021-11-01","76017614","5471817","612","28965.96"
"2021-11-09","76017614","5471817","6864","306460.32"
"2021-11-10","76017614","5471817","8664","386327.76"
"2021-11-15","76017614","5471817","3360","149822.4"
"2021-11-16","76017614","5471817","8412","375091.08"
"2021-11-22","76017614","5471817","2892","128954.28"
"2021-11-24","76017614","5471817","11760","524378.4"
"2021-11-25","76017614","5471817","1680","74911.2"
"2021-11-29","76017614","5471817","6720","299644.8"
"2021-12-01","76017614","5471817","6720","299644.8"
"2021-12-07","76017614","5471817","8400","374556"
"2021-12-20","76017614","5471817","5040","224733.6"
"2021-12-26","76017614","5471817","2280","101665.2"
"2022-01-25","76017614","5471817","4344","205601.52"
"2022-03-07","76017614","5471817","8400","391860"
"2022-03-08","76017614","5471817","11760","548604"
"2022-03-17","76017614","5471817","5040","224733.6"
"2022-03-23","76017614","5471817","13440","599289.6"
"2022-03-28","76017614","5471817","3360","149822.4"
"2022-04-11","76017614","5471817","8400","374556"
"2022-04-17","76017614","5471817","8400","374556"
"2021-10-10","76017614","5471831","1176","55660.08"
"2021-10-17","76017614","5471831","3492","165276.36"
"2021-10-24","76017614","5471831","3516","166412.28"
"2021-10-25","76017614","5471831","15888","751979.04"
"2021-10-31","76017614","5471831","2028","95985.24"
"2021-11-13","76017614","5471831","8400","374556"
"2021-11-14","76017614","5471831","9648","433623.84"
"2021-11-16","76017614","5471831","4236","188883.24"
"2021-11-20","76017614","5471831","6720","299644.8"
"2021-11-22","76017614","5471831","5040","224733.6"
"2021-11-26","76017614","5471831","16800","749112"
"2021-11-29","76017614","5471831","3360","149822.4"
"2021-12-06","76017614","5471831","11100","494949"
"2021-12-25","76017614","5471831","13980","623368.2"
"2022-01-09","76017614","5471831","8400","397572"
"2022-01-17","76017614","5471831","1680","79514.4"
"2022-01-23","76017614","5471831","3888","184019.04"
"2022-01-24","76017614","5471831","3360","159028.8"
"2022-01-26","76017614","5471831","-3360","-149822.4"
"2022-02-01","76017614","5471831","1680","79514.4"
"2022-02-19","76017614","5471831","1680","78372"
"2022-02-21","76017614","5471831","1680","78372"
"2022-02-23","76017614","5471831","3360","156744"
"2022-03-05","76017614","5471831","11760","548604"
"2022-03-06","76017614","5471831","13440","626976"
"2022-03-07","76017614","5471831","1680","79514.4"
"2022-03-19","76017614","5471831","1680","74911.2"
"2022-03-29","76017614","5471831","13440","599289.6"
"2022-04-09","76017614","5471831","8400","374556"
"2022-04-16","76017614","5471831","8400","374556"
"2021-10-24","76017614","5471864","3360","159028.8"
"2021-11-01","76017614","5471864","852","40325.16"
"2021-12-05","76017614","5471864","5040","224733.6"
"2021-12-19","76017614","5471864","3360","149822.4"
"2021-12-26","76017614","5471864","2652","118252.68"
"2022-03-27","76017614","5471864","6720","299644.8"
"2021-10-30","76017614","5513532","4824","228319.92"
"2021-12-11","76017614","5513532","6720","299644.8"
"2021-12-25","76017614","5513532","3360","149822.4"
"2021-12-29","76017614","5513532","3180","141796.2"
"2022-04-02","76017614","5513532","13320","593938.8"
"2021-10-23","76017614","5514223","3132","148237.56"
"2021-10-31","76017614","5514223","2064","97689.12"
"2021-11-12","76017614","5514223","1092","48692.28"
"2021-11-20","76017614","5514223","792","35315.28"
"2021-11-21","76017614","5514223","1116","49762.44"
"2021-11-27","76017614","5514223","1344","59928.96"
"2021-12-03","76017614","5514223","1680","74911.2"
"2021-12-10","76017614","5514223","5448","242926.32"
"2022-04-01","76017614","5514223","9168","408801.12"
"2021-10-25","76017614","5515260","1224","57931.92"
"2021-11-01","76017614","5515260","372","17606.76"
"2021-12-07","76017614","5515260","3360","149822.4"
"2021-12-27","76017614","5515260","864","38525.76"
"2022-03-28","76017614","5515260","3912","174436.08"
"2021-10-28","76017614","5515296","1992","94281.36"
"2021-12-08","76017614","5515296","3360","149822.4"
"2021-12-22","76017614","5515296","2412","107551.08"
"2022-03-30","76017614","5515296","4128","184067.52"
"2021-10-23","76017614","5517049","1080","51116.4"
"2021-10-30","76017614","5517049","1116","52820.28"
"2021-12-12","76017614","5517049","3360","149822.4"
"2021-12-19","76017614","5517049","1968","87753.12"
"2022-04-03","76017614","5517049","4572","203865.48"
"2021-10-25","76017614","5517181","3000","141990"
"2021-11-01","76017614","5517181","1992","94281.36"
"2021-12-08","76017614","5517181","6720","299644.8"
"2021-12-20","76017614","5517181","3360","149822.4"
"2021-12-26","76017614","5517181","4032","179786.88"
"2022-03-28","76017614","5517181","8580","382582.2"
"2021-10-27","76017614","5517182","1236","58499.88"
"2021-12-08","76017614","5517182","1716","76516.44"
"2021-12-23","76017614","5517182","1284","57253.56"
"2021-12-30","76017614","5517182","1284","57253.56"
"2022-03-29","76017614","5517182","3708","165339.72"
"2021-10-25","76017614","5517231","468","22150.44"
"2021-11-01","76017614","5517231","312","14766.96"
"2021-12-07","76017614","5517231","1968","87753.12"
"2022-03-29","76017614","5517231","1608","71700.72"
"2021-10-25","76017614","5517818","2292","108480.36"
"2021-11-01","76017614","5517818","1524","72130.92"
"2021-11-08","76017614","5517818","732","32639.88"
"2021-11-15","76017614","5517818","804","35850.36"
"2021-11-22","76017614","5517818","1440","64209.6"
"2021-11-28","76017614","5517818","1572","70095.48"
"2021-12-06","76017614","5517818","5040","224733.6"
"2021-12-19","76017614","5517818","5040","224733.6"
"2022-04-01","76017614","5517818","6720","299644.8"
"2022-04-02","76017614","5517818","108","4815.72"
"2021-10-27","76017614","5519726","1428","67587.24"
"2021-10-28","76017614","5519726","936","44300.88"
"2021-12-09","76017614","5519726","1680","74911.2"
"2021-12-16","76017614","5519726","1680","74911.2"
"2021-12-23","76017614","5519726","3924","174971.16"
"2022-03-30","76017614","5519726","3036","135375.24"
"2021-10-25","76017614","5519727","984","46572.72"
"2021-11-01","76017614","5519727","444","21014.52"
"2021-12-07","76017614","5519727","1680","74911.2"
"2021-12-20","76017614","5519727","2196","97919.64"
"2022-03-28","76017614","5519727","2256","100595.04"
"2021-10-24","76017614","5520741","924","43732.92"
"2021-11-01","76017614","5520741","588","27830.04"
"2021-12-06","76017614","5520741","3360","149822.4"
"2021-12-29","76017614","5520741","900","40131"
"2022-03-27","76017614","5520741","3324","148217.16"
"2021-10-26","76017614","5521202","1320","62475.6"
"2021-12-08","76017614","5521202","1680","74911.2"
"2021-12-23","76017614","5521202","636","28359.24"
"2021-12-27","76017614","5521202","984","43876.56"
"2022-03-30","76017614","5521202","1860","82937.4"
"2021-10-13","76017614","5523552","240","11359.2"
"2021-10-26","76017614","5523552","2472","116999.76"
"2021-10-27","76017614","5523552","1320","62475.6"
"2021-11-02","76017614","5523552","372","17606.76"
"2021-11-03","76017614","5523552","1248","59067.84"
"2021-11-09","76017614","5523552","5040","224733.6"
"2021-11-10","76017614","5523552","684","30499.56"
"2021-11-17","76017614","5523552","6312","281452.08"
"2021-11-23","76017614","5523552","9888","440905.92"
"2021-11-24","76017614","5523552","3360","149822.4"
"2021-11-30","76017614","5523552","6720","299644.8"
"2021-12-02","76017614","5523552","3948","176041.32"
"2021-12-08","76017614","5523552","4224","188348.16"
"2021-12-21","76017614","5523552","3360","149822.4"
"2022-01-15","76017614","5523552","3360","159028.8"
"2022-01-19","76017614","5523552","1680","79514.4"
"2022-02-09","76017614","5523552","1680","79514.4"
"2022-03-02","76017614","5523552","1680","79514.4"
"2022-03-08","76017614","5523552","1680","78372"
"2022-03-09","76017614","5523552","5040","235116"
"2022-03-16","76017614","5523552","1680","78372"
"2022-03-17","76017614","5523552","3360","149822.4"
"2022-03-22","76017614","5523552","3360","149822.4"
"2022-03-24","76017614","5523552","1680","74911.2"
"2022-03-29","76017614","5523552","6720","299644.8"
"2022-04-12","76017614","5523552","3360","149822.4"
"2022-04-19","76017614","5523552","3360","149822.4"
"2021-10-28","76017614","5527641","2484","117567.72"
"2021-12-11","76017614","5527641","2148","95779.32"
"2021-12-26","76017614","5527641","1596","71165.64"
"2021-12-28","76017614","5527641","1608","71700.72"
"2022-03-31","76017614","5527641","2796","124673.64"
"2021-10-25","76017614","5528464","408","19310.64"
"2021-11-01","76017614","5528464","1776","84058.08"
"2021-11-09","76017614","5528464","1404","62604.36"
"2021-11-16","76017614","5528464","2088","93103.92"
"2021-11-22","76017614","5528464","2628","117182.52"
"2021-11-30","76017614","5528464","3072","136980.48"
"2021-12-07","76017614","5528464","1884","84007.56"
"2021-12-21","76017614","5528464","1416","63139.44"
"2021-12-28","76017614","5528464","1404","62604.36"
"2022-04-02","76017614","5528464","7104","316767.36"
"2021-08-01","76017628","5470656","133","954321.55"
"2021-08-09","76017628","5470657","101","724710.35"
"2021-08-10","76017628","5470657","66","473573.1"
"2021-08-05","76017628","5470658","106","760587.1"
"2021-08-09","76017628","5470660","98","703184.3"
"2021-08-08","76017628","5470661","119","853866.65"
"2021-08-09","76017628","5470661","9","64578.15"
"2021-08-10","76017628","5470662","81","581203.35"
"2021-08-11","76017628","5470662","16","114805.6"
"2021-08-09","76017628","5470663","4","28701.4"
"2021-08-10","76017628","5470663","131","939970.85"
"2021-08-08","76017628","5470664","149","1069127.15"
"2021-08-01","76017628","5470665","4","28701.4"
"2021-08-02","76017628","5470665","10","71753.5"
"2021-08-03","76017628","5470665","117","839515.95"
"2021-08-02","76017628","5470666","148","1061951.8"
"2021-08-08","76017628","5470667","32","229611.2"
"2021-08-09","76017628","5470667","128","918444.8"
"2021-08-01","76017628","5470668","257","1844064.95"
"2021-08-02","76017628","5470669","1","7175.35"
"2021-08-03","76017628","5470669","104","746236.4"
"2021-08-05","76017628","5470669","127","911269.45"
"2021-08-10","76017628","5470670","116","832340.6"
"2021-08-08","76017628","5470671","256","1836889.6"
"2021-08-09","76017628","5470671","44","315715.4"
"2021-08-12","76017628","5470672","87","624255.45"
"2021-08-07","76017628","5471702","44","315715.4"
"2021-08-09","76017628","5471702","207","1485297.45"
"2021-08-08","76017628","5471761","291","2088026.85"
"2021-08-09","76017628","5471761","128","918444.8"
"2021-08-08","76017628","5471817","126","904094.1"
"2021-08-10","76017628","5471817","84","602729.4"
"2021-08-09","76017628","5471831","103","739061.05"
"2021-08-08","76017628","5471864","250","1793837.5"
"2021-08-09","76017628","5471864","80","574028"
"2021-07-31","76017628","5513532","393","2819912.55"
"2021-08-13","76017628","5514223","364","2611827.4"
"2021-08-10","76017628","5515260","121","868217.35"
"2021-08-05","76017628","5515296","158","1133705.3"
"2021-08-01","76017628","5517049","173","1241335.55"
"2021-08-09","76017628","5517181","93","667307.55"
"2021-08-10","76017628","5517181","128","918444.8"
"2021-08-04","76017628","5517182","98","703184.3"
"2021-08-02","76017628","5517231","45","322890.75"
"2021-08-02","76017628","5517818","287","2059325.45"
"2021-08-12","76017628","5519726","197","1413543.95"
"2021-08-02","76017628","5519727","89","638606.15"
"2021-08-01","76017628","5520741","127","911269.45"
"2021-08-02","76017628","5520741","1","7175.35"
"2021-08-04","76017628","5521202","88","631430.8"
"2021-08-11","76017628","5521202","1","7175.35"
"2021-08-10","76017628","5523552","84","602729.4"
"2021-08-11","76017628","5523552","124","889743.4"
"2021-08-06","76017628","5527641","121","868217.35"
"2021-08-03","76017628","5528464","47","337241.45"
"2021-11-05","76017780","5470654","70","2592.1"
"2021-11-05","76017780","5470657","56","2073.68"
"2021-11-16","76017780","5470657","28","1036.84"
"2021-11-09","76017780","5471817","126","4665.78"
"2021-11-09","76017780","5471831","56","2073.68"
"2021-11-16","76017780","5471831","28","1036.84"
"2022-03-19","76018069","5470657","3504","291147.36"
"2022-04-02","76018069","5470657","48","3988.32"
"2022-04-10","76018069","5470657","1008","83754.72"
"2022-04-16","76018069","5470657","928","90990.4"
"2022-04-23","76018069","5470657","816","80008.8"
"2022-04-24","76018069","5470657","752","73733.6"
"2022-04-29","76018069","5470657","1168","114522.4"
"2022-05-01","76018069","5470657","1136","111384.8"
"2022-05-21","76018069","5470657","1936","148452.48"
"2022-05-28","76018069","5470657","2048","157040.64"
"2022-06-05","76018069","5470657","912","99909.6"
"2022-06-11","76018069","5470657","2848","311998.4"
"2022-06-12","76018069","5470657","1408","154246.4"
"2022-06-18","76018069","5470657","512","56089.6"
"2022-06-26","76018069","5470657","1808","198066.4"
"2022-07-17","76018069","5470657","1248","136718.4"
"2022-07-23","76018069","5470657","3936","431188.8"
"2021-09-09","76018184","5470654","1935","147582.45"
"2021-10-21","76018184","5470654","2808","214166.16"
"2021-10-29","76018184","5470654","846","64524.42"
"2021-11-12","76018184","5470654","1413","107769.51"
"2021-11-19","76018184","5470654","1224","70025.04"
"2021-11-26","76018184","5470654","387","29516.49"
"2021-11-26","76018184","5470654","936","53548.56"
"2021-12-03","76018184","5470654","864","65897.28"
"2021-12-10","76018184","5470654","1386","79293.06"
"2021-12-24","76018184","5470654","531","30378.51"
"2021-12-30","76018184","5470654","936","53548.56"
"2022-01-07","76018184","5470654","108","8237.16"
"2022-01-07","76018184","5470654","333","19050.93"
"2022-01-17","76018184","5470654","297","22652.19"
"2022-01-21","76018184","5470654","702","53541.54"
"2022-01-27","76018184","5470654","603","34497.63"
"2022-02-04","76018184","5470654","108","8237.16"
"2022-02-04","76018184","5470654","936","53548.56"
"2022-02-10","76018184","5470654","2772","234649.8"
"2022-02-17","76018184","5470654","891","50974.11"
"2021-09-07","76018184","5470657","423","32262.21"
"2021-09-14","76018184","5470657","864","65897.28"
"2021-09-28","76018184","5470657","333","25397.91"
"2021-10-08","76018184","5470657","702","53541.54"
"2021-10-27","76018184","5470657","2493","190141.11"
"2021-11-16","76018184","5470657","675","38616.75"
"2021-11-17","76018184","5470657","495","28318.95"
"2021-11-23","76018184","5470657","567","43245.09"
"2021-11-24","76018184","5470657","45","3432.15"
"2021-11-24","76018184","5470657","936","53548.56"
"2021-11-29","76018184","5470657","684","52168.68"
"2021-12-07","76018184","5470657","603","45990.81"
"2021-12-08","76018184","5470657","162","9268.02"
"2021-12-14","76018184","5470657","468","26774.28"
"2021-12-20","76018184","5470657","684","39131.64"
"2021-12-21","76018184","5470657","936","53548.56"
"2021-12-28","76018184","5470657","27","1544.67"
"2022-01-04","76018184","5470657","99","5663.79"
"2022-01-12","76018184","5470657","837","63837.99"
"2022-01-19","76018184","5470657","135","10296.45"
"2022-01-25","76018184","5470657","432","24714.72"
"2022-02-01","76018184","5470657","1143","87176.61"
"2022-02-01","76018184","5470657","936","53548.56"
